歡迎,,Welcome,,ยินดีต้อนรับ,,,,,,,,,,Chào mừng,,
新使用者註冊,,New User Registration,,การลงทะเบียนผู้ใช้ใหม่,,,,,,,,,,Người sử dụng mới đăng ký,,
您還沒註冊嗎?,,Haven't registered yet?,,ยังไม่ได้ลงทะเบียน?,,,,,,,,,,Bạn chưa đăng ký chăng?,,
審核需要 3-5 個工作天，如有任何問題請聯絡客服人員。,,"The review takes 3-5 working days. If you have any questions, please contact our customer support.",,การตรวจสอบจะใช้เวลา 3-5 วันทำการ หากมีข้อสงสัยประการใดโปรดติดต่อเจ้าหน้าที่ฝ่ายบริการลูกค้า,,,,,,,,,,"Thẩm hạch cần 3-5 ngày làm việc, nếu có bất kỳ thắc mắc gì, vui lòng liên hệ với nhân viên Dịch vụ Khách hàng.",,
如欲修正或刪除出金帳戶，請聯繫客服人員進行處理。,,"If you want to correct or delete your withdrawal account, please contact customer support.",,หากคุณต้องการแก้ไขหรือลบบัญชีถอนเงิน โปรดติดต่อเจ้าหน้าที่ฝ่ายบริการลูกค้าเพื่อทำการดำเนินการ,,,,,,,,,,"Nếu cần sửa đổi hoặc xóa bỏ tài khoản xuất tiền, vui lòng liên hệ với nhân viên Dịch vụ Khách hàng để xử lý.",,
未過審原因,,Reasons for not approved,,สาเหตุที่ไม่ผ่านการอนุมัติ,,,,,,,,,,Nguyên nhân chưa thông qua thẩm hạch,,
申請修改,,Apply for Modification,,แก้ไขคำร้องขอ,,,,,,,,,,Đăng ký sửa đổi,,
信用卡線上刷卡,,Pay with Credit Card Online,,บัตรเครดิต,,,,,,,,,,Quẹt thẻ tín dụng trực tuyến,,
提供每月5至10次的免費跨行轉帳,,5 to 10 free inter-bank transfers are provided per month.,,โอนเงินระหว่างธนาคารฟรี 5 ถึง 10 ครั้งต่อเดือน,,,,,,,,,,Hàng ngày cung cấp 5 đến 10 lần miễn phí chuyển khoản sang ngân hàng khác,,
天天刷享超高1.88%現金回饋,,Every day you get 1.88% cashback if purchasing with a credit card.,,รับเงินคืน 1.88% ทุกวัน,,,,,,,,,,"Ngày nào cũng quẹt được hưởng 1,88% tiền mặt đáp tạ",,
推薦入金方式,,Recommended Deposit Method,,วิธีการฝากที่แนะนำ,,,,,,,,,,Phương thức nhập tiền được khuyến nghị,,
其餘入金方式,,Other Deposit Methods,,ช่องทางการฝากอื่นๆ,,,,,,,,,,Phương thức nhập tiền còn lại,,
請選擇出金方法,,Please select a withdrawal method.,,กรุณาเลือกวิธีการถอนเงิน,,,,,,,,,,Vui lòng chọn phương thức nhập tiền,,
"24 小時內出金次數已達上限
 請於 24 小時後再次提交申請。",,"The withdrawal limits within 24 hours have reached the upper limit. 
 Please submit your application again after 24 hours.",,"โควต้าการถอนเงินภายใน 24 ชั่วโมงถึงขีดจำกัดแล้ว
 กรุณายื่นคำขอของคุณอีกครั้งหลังจาก 24 ชั่วโมงถัดไป",,,,,,,,,,"Số lần xuất tiền trong vòng 24 giờ đã đạt giới hạn tối đa
 Vui lòng gửi đăng ký lại sau 24 giờ.",,
"目前不是出金時間
 請於以下時段再次申請出金",,"It's not the time for withdrawing funds now. 
 Please apply for withdrawal again during the following periods.",,"ขณะนี้ยังไม่ถึงเวลาถอน
 กรุณายื่นคำขอเพื่อถอนอีกครั้งในภายหลัง",,,,,,,,,,"Hiện không phải là thời gian xuất tiền
 Vui lòng đăng ký xuất tiền lại vào thời điểm sau",,
出金方式,,Withdrawal Method,,วิธีการถอนเงิน,,,,,,,,,,Phương thức xuất tiền,,
其餘出金方式,,Other Withdrawal Methods,,ช่องทางการถอนอื่นๆ,,,,,,,,,,Phương thức xuất tiền còn lại,,
如欲申請資產出金，請切換回用戶模式進行申請。,,"If you want to apply for funds withdrawal, please switch back to user mode to apply.",,หากคุณต้องการถอนเงิน โปรดสลับกลับไปยังโหมดผู้ใช้เพื่อทำการยื่นคำขอ,,,,,,,,,,"Nếu muốn đăng ký xuất tiền tài sản, vui lòng chuyển đổi về chế độ người sử dụng để đăng ký.",,
如欲申請其他出金方式，請前往,,"If you want to apply for other withdrawal methods, please go to",,หากต้องการยื่นขอช่องทางการถอนอื่น ๆ โปรดไปที่,,,,,,,,,,"Nếu muốn đăng ký phương thức xuất tiền khác, vui lòng vào",,
帳戶管理,,Account Management,,การจัดการบัญชี,,,,,,,,,,quản lý tài khoản,,
進行申請。,,to make an application.,,ทำการยื่นคำขอ,,,,,,,,,,để đăng ký.,,
審核中的出金申請,,Withdrawal Application under Review,,คำขอถอนเงินอยู่ระหว่างการตรวจสอบ,,,,,,,,,,Đăng ký xuất tiền đang thẩm hạch,,
您沒有任何出金帳戶，請前往申請出金帳戶並認證後，再次申請出金。,,You do not have any withdrawal account. Please apply for a withdrawal account and verify it before applying for a withdrawal again.,,คุณไม่มีบัญชีถอนเงิน โปรดทำการกรอกข้อมูลบัญชีถอนเงินและยืนยันบัญชี จากนั้นทำการยื่นคำขอถอนเงินอีกครั้ง,,,,,,,,,,"Bạn không có bất kỳ tài khoản xuất tiền nào, vui lòng vào đăng ký tài khoản xuất tiền và chứng nhận, sau đó đăng ký xuất tiền lại lần nữa.",,
前往申請出金帳戶,,Apply for a Withdrawal Account,,ยื่นขอบัญชีถอนเงิน,,,,,,,,,,Vào đăng ký tài khoản xuất tiền,,
請選擇出金方式,,Please select a withdrawal method.,,กรุณาเลือกวิธีการถอนเงิน,,,,,,,,,,Vui lòng chọn phương thức xuất tiền,,
下一步,,Next Step,,ขั้นตอนต่อไป,,,,,,,,,,Bước tiếp theo,,
"無綁定帳戶, 不可選擇",,No accounts are bound to be selected.,,ไม่มีบัญชีที่ผูกมัด ไม่สามารถเลือกได้,,,,,,,,,,"Không có tài khoản ràng buộc, không được chọn",,
無可使用帳戶,,No account available,,ไม่มีบัญชีที่ใช้งานได้,,,,,,,,,,Không có tài khoản có thể sử dụng,,
每週,,Every week,,ทุกสัปดาห์,,,,,,,,,,Hàng tuần,,
一,,Monday,,วันจันทร์,,,,,,,,,,Thứ Hai,,
二,,Tuesday,,วันอังคาร,,,,,,,,,,Thứ Ba,,
三,,Wednesday,,วันพุธ,,,,,,,,,,Thứ Tư,,
四,,Thursday,,วันพฤหัสบดี,,,,,,,,,,Thứ Năm,,
五,,Friday,,วันศุกร์,,,,,,,,,,Thứ Sáu,,
六,,Saturday,,วันเสาร์,,,,,,,,,,Thứ Bảy,,
日,,Sunday,,วันอาทิตย์,,,,,,,,,,Chủ nhật,,
{start}至{end},,{start} to {end},,{start}ถึง{end},,,,,,,,,,{start} đến {end},,
{start}-{end},,{start}-{end},,{start}-{end},,,,,,,,,,{start} - {end},,
當前出金通道關閉中無法出金,,The current withdrawal channel is closed. You are unable to withdraw funds.,,ช่องทางการถอนถูกปิด ไม่สามารถถอนเงินได้,,,,,,,,,,"Hiện tại kênh xuất tiền đang đóng, không thể xuất tiền",,
"可能原因如下:
 1.出金通道因每日出金到達上限無法再次出金
 2.系統維護中",,"The possible reasons are as follows: 
 1. Funds cannot be withdrawn through the withdrawal channel again due to the daily withdrawal amount reaching the upper limit. 
 2. System is under maintenance.",,"สาเหตุที่เป็นไปได้มีดังนี้:
 1. ไม่สามารถถอนเงินผ่านช่องทางการถอนได้อีก เนื่องจากจำนวนการถอนรายวันถึงขีดจำกัดสูงสุด
 2. ระบบอยู่ระหว่างการปรับปรุง",,,,,,,,,,"Nguyên nhân có khả năng như sau:
 1. Do kênh xuất tiền đã xuất tiền đạt giới hạn tối đa, không thể xuất tiền thêm.
 2. Đang bảo trì hệ thống",,
密碼重設成功,,Password reset successfully,,รีเซ็ตรหัสผ่านสำเร็จ,,,,,,,,,,Thiết lập lại mật khẩu thành công,,
確認並提交,,Confirm and Submit,,ยืนยันและส่ง,,,,,,,,,,Xác nhận và gửi đi,,
請輸入新密碼,,Please enter a new password.,,กรุณาใส่รหัสผ่านใหม่,,,,,,,,,,Vui lòng nhập mật khẩu mới,,
登入成功,,Logged in successfully,,ล็อกอินสำเร็จ,,,,,,,,,,Đăng nhập thành công,,
立刻註冊,,Register Now,,สมัครตอนนี้,,,,,,,,,,Lập tức đăng ký,,
忘記密碼？,,Forgot your password?,,ลืมรหัสผ่านหรือไม่?,,,,,,,,,,Quên mật khẩu?,,
驗證電話,,Verify Phone Number,,ยืนยันหมายเลขโทรศัพท์,,,,,,,,,,Nghiệm chứng điện thoại,,
已成功綁定電話,,Phone number bound successfully,,ผูกหมายเลขโทรศัพท์เรียบร้อยแล้ว,,,,,,,,,,Đã ràng buộc điện thoại thành công,,
圖表設置,,Chart Settings,,การตั้งค่าแผนภูมิ,,,,,,,,,,Thiết lập biểu đồ,,
技術指標,,Technical Indicator,,ตัวชี้วัดทางเทคนิค,,,,,,,,,,Chỉ tiêu kỹ thuật,,
保證金比例過低提示! ({percent}%),,Reminder of margin ratio too low! ({percent}%),,เตือน! อัตราส่วนมาร์จิ้นต่ำเกินไป! ({percent}%),,,,,,,,,,Gợi ý tỷ lệ tiền bảo lãnh quá thấp! ({percent}%),,
修改密碼,,Change Password,,เปลี่ยนรหัสผ่าน,,,,,,,,,,Sửa đổi mật khẩu,,
確認變更,,The change has been confirmed.,,การเปลี่ยนแปลงได้รับการยืนยันแล้ว,,,,,,,,,,Xác nhận thay đổi,,
設置,,Settings,,การตั้งค่า,,,,,,,,,,Thiết lập,,
帳戶資訊,,Account Information,,ข้อมูลเกี่ยวกับบัญชี,,,,,,,,,,Thông tin tài khoản,,
國家,,Country,,ประเทศ,,,,,,,,,,Quốc gia,,
請輸入名稱或區碼,,Please enter a name or area code.,,กรุณากรอกชื่อหรือรหัสพื้นที่,,,,,,,,,,Vui lòng nhập tên gọi hoặc mã khu vực,,
信用卡刷卡,,Pay with Credit Card,,ชำระด้วยบัตรเครดิต,,,,,,,,,,Quẹt thẻ tín dụng,,
提交資料中,,Submitting Information,,กำลังส่งข้อมูล,,,,,,,,,,Đang gửi thông tin,,
請輸入正確的日期,,Please enter the correct date.,,โปรดป้อนวันที่ที่ถูกต้อง,,,,,,,,,,Vui lòng nhập ngày chính xác,,
請輸入有效的銀行卡號,,Please enter the valid bank card number,,โปรดป้อนหมายเลขบัตรธนาคารที่ถูกต้อง,,,,,,,,,,Vui lòng nhập số thẻ ngân hàng có hiệu lực,,
請輸入正確的安全碼,,Please enter the correct security code.,,โปรดป้อนรหัสความปลอดภัยที่ถูกต้อง,,,,,,,,,,Vui lòng nhập mã an toàn chính xác,,
卡號,,Card Number,,หมายเลขบัตร,,,,,,,,,,Số thẻ,,
有效日期,,Valid Date,,วันที่มีผลบังคับใช้,,,,,,,,,,Ngày có hiệu lực,,
CVV 安全碼,,CVV Security Code,,รหัสรักษาความปลอดภัย CVV,,,,,,,,,,Mã an toàn CVV,,
持卡人姓名,,Cardholder Name,,ชื่อผู้ถือบัตร,,,,,,,,,,Họ tên người cầm thẻ,,
MM,,MM,,MM,,,,,,,,,,MM,,
YY,,YY,,YY,,,,,,,,,,YY,,
請輸入信用卡號,,Please enter your credit card number.,,กรุณาใส่หมายเลขบัตรเครดิตของคุณ,,,,,,,,,,Vui lòng nhập số thẻ tín dụng,,
安全碼,,Security code,,รหัสรักษาความปลอดภัย,,,,,,,,,,Mã an toàn,,
交易成功,,Successful Transaction,,ดำเนินการสำเร็จ,,,,,,,,,,Giao dịch thành công,,
刷卡金額,,Credit Card Charges,,ค่าธรรมเนียมบัตรเครดิต,,,,,,,,,,Số tiền quẹt thẻ,,
刷卡時間,,Credit card swipe time,,เวลา,,,,,,,,,,Thời gian quẹt thẻ,,
匯率,,Exchange Rate,,อัตราแลกเปลี่ยน,,,,,,,,,,Tỷ giá hối đoái,,
立刻前往交易,,Go to Trade Now,,ไปยังการซื้อขาย,,,,,,,,,,Lập tức vào giao dịch,,
身份證明文件,,Identity Document,,เอกสารแสดงตัวตน,,,,,,,,,,Giấy tờ CMT,,
缺少身分證正面,,Lack of the front of your ID card,,ไม่มีด้านหน้าของบัตรประจำตัวประชาชน,,,,,,,,,,Thiếu mặt trước CMT,,
缺少身分證反面,,Lack of the reverse side of your ID card,,ไม่มีด้านหลังของบัตรประจำตัวประชาชน,,,,,,,,,,Thiếu mặt sau CMT,,
請上傳護照,,Please upload your passport.,,กรุณาอัพโหลดหนังสือเดินทางของคุณ,,,,,,,,,,Vui lòng tải lên hộ chiếu,,
缺少駕照正面,,Lack of the front of your driver's license,,ขาดด้านหน้าของใบขับขี่,,,,,,,,,,Thiếu mặt trước Giấy phép lái xe,,
缺少駕照反面,,Lack of the reverse side of your driver's license,,ขาดด้านหลังของใบขับขี่,,,,,,,,,,Thiếu mặt sau Giấy phép lái xe,,
請上傳戶口名簿/居留證,,Please upload your household certificate/residence certificate.,,โปรดอัปโหลดทะเบียนบ้าน/ บัตรประจำตัวผู้พำนัก,,,,,,,,,,Vui lòng tải lên Sổ hộ khẩu / Thẻ cư trú,,
"下一步, 身分驗證",,Next step: Identity Verification,,ขั้นตอนถัดไป: การยืนยันตัวตน,,,,,,,,,,"Bước tiếp theo, nghiệm chứng danh tính",,
點擊上傳或拍攝身份證明文件正面,,Click to upload or take a photo of the front of your identity document.,,คลิกเพื่ออัพโหลดหรือถ่ายรูปด้านหน้าบัตรประจำตัวประชาชน,,,,,,,,,,Nhập tải lên hoặc chụp mặt trước CMT,,
點擊上傳或拍攝身份證明文件反面,,Click to upload or take a photo of the reverse side of your identity document.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปด้านหลังบัตรประจำตัวประชาชน,,,,,,,,,,Nhập tải lên hoặc chụp mặt sau CMT,,
點擊上傳或拍攝護照,,Click to upload or take a photo of your passport.,,คลิกเพื่ออัพโหลดหรือถ่ายรูปหนังสือเดินทาง,,,,,,,,,,Nhập tải lên hoặc chụp hộ chiếu,,
點擊上傳或拍攝駕照正面,,Click to upload or take a photo of the front of your driver's license.,,คลิกเพื่ออัพโหลดหรือถ่ายรูปด้านหน้าใบขับขี่,,,,,,,,,,Nhập tải lên hoặc chụp mặt trước Giấy phép lái xe,,
點擊上傳或拍攝駕照反面,,Click to upload or take the reverse side of your driver's license.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปด้านหลังใบขับขี่,,,,,,,,,,Nhập tải lên hoặc chụp mặt sau Giấy phép lái xe,,
點擊上傳或拍攝戶口名簿/居留證,,Click to upload or take a photo of your household certificate/residence certificate.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปทะเบียนบ้าน/ บัตรประจำตัวผู้พำนัก,,,,,,,,,,Nhập tải lên hoặc chụp mặt Sổ hộ khẩu / Thẻ cư trú,,
步驟2 - 文件驗證(2/4),,Step 2-Document Verification (2/4),,ขั้นตอนที่ 2- การตรวจสอบเอกสาร (2/4),,,,,,,,,,Bước 2 – Nghiệm chứng giấy tờ (2/4),,
共1題,,1 question in total,,ทั้งหมด 1 คำถาม,,,,,,,,,,Tổng 1 đề,,
請確保文件內容顯示您的全名、出生日期、證件開立日期,,"Please make sure that your full name, birth date, and ID issuance date are shown in the document.",,โปรดตรวจสอบให้แน่ใจว่าในเอกสารมีข้อมูลดังต่อไปนี้ ชื่อนามสกุล วันเกิด และวันที่ออกบัตรประจำตัวประชน,,,,,,,,,,"Vui lòng đảm bảo nội dung văn bản hiển thị họ tên, ngày sinh, ngày cấp giấy tờ của bạn",,
合格文件,,Qualified document,,ตัวอย่างเอกสารที่ได้มาตราฐาน,,,,,,,,,,Giấy tờ hợp lệ,,
"照片清晰
 解析度高
 證件四角皆有入鏡",,"Clear photos 
 High resolution 
 The four corners of the ID card are shown in the photo.",,"ภาพคมชัด
 ความละเอียดสูง
 มีมุมบัตรประชาชนทั้ง 4 มุม",,,,,,,,,,"Ảnh chụp rõ nét
 Độ phẩn giải cao
 4 góc giấy chứng minh đều trong ống kính",,
不合格文件,,Unqualified document,,ตัวอย่างเอกสารที่ไม่ได้มาตราฐาน,,,,,,,,,,Giấy tờ không hợp lệ,,
"照片模糊、反光
 解析度過低
 證件四角被裁切",,"Blurred and reflective photo 
 Low Resolution 
 The four corners of the ID document are cut.",,"ภาพเบลอสะท้อนแสง
 ความละเอียดต่ำเกินไป
 มุมทั้งสี่ของเอกสารถูกตัดออก",,,,,,,,,,"Ảnh chụp mờ, phản quang
 Độ phân giải quá thấp
 4 góc giấy chứng minh bị cắt ngang",,
請先上傳手持證件照,,Please upload a photo of your hand-holding the ID card.,,กรุณาอัพโหลดรูปถ่ายหนังสือเดินทางของคุณก่อน,,,,,,,,,,Vui lòng tải lên ảnh chứng minh thư cầm tay,,
完成身份證明上傳,,Uploading the identity documents is completed.,,ทำการอัพโหลดบัตรประจำตัวประชาชนให้เสร็จสิ้น,,,,,,,,,,Hoàn thành tải lên giấy tờ chứng minh,,
"點擊上傳或拍攝
 手持身分證或護照的自拍照",,Click to upload or take a selfie of hand-holding your ID Card or Passport,,"คลิกเพื่ออัปโหลดหรือถ่ายรูป
 บัตรประจำตัวประชาชนหรือหนังสือเดินทาง",,,,,,,,,,"Nhấp tải lên hoặc chụp hình
 CMT cầm tay hoặc ảnh tự chụp hộ chiếu",,
"手持證件照自拍上傳時,須符合以下條件",,The following conditions must be met when uploading a selfie of hand-holding your ID card.,,เมื่ออัปโหลดรูปถ่ายบัตรประชาชนต้องเป็นไปตามเงื่อนไขต่อไปนี้,,,,,,,,,,"Khi tải lên ảnh tự chụp giấy tờ cầm tay, phải phù hợp các điều kiện sau",,
請保留頭頂至下巴完整輪廓,,Please show the complete outline from the top of your head to your chin.,,โปรดแสดงโครงหน้าที่สมบูรณ์ตั้งแต่หัวจรดคาง,,,,,,,,,,Vui lòng giữ nguyên từ đỉnh đầu đến cằm,,
身份證置於臉旁勿遮住臉部,,Place your ID card next to your face and do not cover your face.,,วางบัตรประชาชนไว้ใกล้ใบหน้าและอย่าปิดบังใบหน้า,,,,,,,,,,Không được che khuất phần mặt trên CMT,,
手指請勿遮住證件文字,,Do not cover the text on the ID card with your fingers.,,อย่าเอานิ้วปิดข้อความบนบัตรประชาชน,,,,,,,,,,Không được để ngón tay che khuất chữ trên CMT,,
步驟4 - 證明身份(4/4),,Step 4-Identity Proofing (4/4),,ขั้นตอนที่ 4- การพิสูจน์ตัวตน (4/4),,,,,,,,,,Bước 4 – Chứng minh danh tính (4/4),,
請先上傳信件照片,,Please upload photos of your letters.,,กรุณาอัพโหลดรูปถ่ายจดหมายของคุณ,,,,,,,,,,Vui lòng tải lên ảnh thư,,
請先上傳帳單照片,,Please upload photos of your bills.,,กรุณาอัพโหลดรูปถ่ายใบเรียกเก็บเงินของคุณ,,,,,,,,,,Vui lòng tải lên ảnh hóa đơn,,
信件,,Letter,,จดหมาย,,,,,,,,,,Thư,,
帳單,,Bill,,ใบเรียกเก็บเงิน,,,,,,,,,,Hóa đơn,,
證明身份,,Identity Proofing,,พิสูจน์ตัวตน,,,,,,,,,,Chứng minh danh tính,,
點擊上傳或拍攝信件,,Click to upload or take a photo of your letter.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปจดหมายของคุณ,,,,,,,,,,Nhấp tải lên hoặc chụp thư,,
點擊上傳或拍攝帳單,,Click to upload or take a photo of your bill.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปใบเรียกเก็บเงินของคุณ,,,,,,,,,,Nhấp tải lên hoặc chụp hóa đơn,,
步驟3 - 證明身份(3/4),,Step 3-Identity Proofing (3/4),,ขั้นตอนที่ 3- การพิสูจน์ตัวตน (3/4),,,,,,,,,,Bước 3 – Chưng minh danh tính (3/4),,
重新上傳,,Re-upload,,อัพโหลดใหม่,,,,,,,,,,Tải lên lại,,
加入照片,,Add Photos,,เพิ่มรูปภาพ,,,,,,,,,,Thêm ảnh,,
拍照,,Take photos,,ถ่ายภาพ,,,,,,,,,,Chụp ảnh,,
從相簿中選取,,Select from photo album,,เลือกจากอัลบั้มรูป,,,,,,,,,,Chọn từ trong bộ ảnh,,
去入金,,Deposit Now,,ไปฝากเงิน,,,,,,,,,,Đi nhập tiền,,
身份驗證,,Identity Verification,,การยืนยันตัวตน,,,,,,,,,,Nghiệm chứng danh tính,,
上傳送審資料成功,,Documents for Review Uploaded and Submitted Successfully,,อัปโหลดและส่งเอกสารเรียบร้อยแล้ว,,,,,,,,,,Tải lên thông tin gửi đi thẩm hạch thành công,,
"證明身份流程完成, 恭喜獲得
 {award}",,The process of Identity Proofing is completed. Congratulations on receiving {award},,กระบวนการพิสูจน์ตัวตนเสร็จสมบูรณ์ ขอแสดงความยินดีที่ได้รับ {award},,,,,,,,,,"Hoàn thành quy trình chứng minh danh tính, chúc mừng có được
 {award}",,
將會需要 1-5 個工作天，確認驗證完畢，您就可以入金，享受交易了,,"It will take 1-5 working days. After the verification is completed, you can deposit funds and enjoy the transaction.",,จะใช้เวลา 1-5 วันทำการ หลังจากการตรวจสอบเสร็จสิ้น คุณจะสามารถฝากเงินและเพลิดเพลินกับการทำธุรกรรมได้,,,,,,,,,,"Sẽ cần 1-5 ngày làm việc, xác nhận hoàn thành nghiệm chứng, bạn có thể nhập tiền, hưởng thụ giao dịch",,
回首頁,,Return to Homepage,,กลับสู่หน้าแรก,,,,,,,,,,Trở về trang chủ,,
(已讀),,(Read),,(อ่านแล้ว),,,,,,,,,,(Đã đọc),,
輸入搜索條件,,Enter search criteria,,ป้อนเกณฑ์การค้นหา,,,,,,,,,,Nhập điều kiện tìm kiém,,
搜索結果,,Search Results,,ผลการค้นหา,,,,,,,,,,Kết quả tìm kiếm,,
請輸入搜索條件,,Please enter search criteria.,,โปรดป้อนเกณฑ์การค้นหา,,,,,,,,,,Vui lòng nhập điều kiện tìm kiếm,,
搜索無資料,,No information in search results,,ไม่มีข้อมูลในผลการค้นหา,,,,,,,,,,Không tìm thấy thông tin,,
用戶協議,,User Agreement,,ข้อตกลงการใช้,,,,,,,,,,Thỏa thuận người sử dụng,,
今日不再通知,,No more notifications today,,ไม่มีการแจ้งเตือนอีกนับต่อจากนี้,,,,,,,,,,Hôm nay không thông báo thêm,,
保證金比例,,Margin ratio,,อัตราส่วนมาร์จิ้น,,,,,,,,,,Tỷ lệ tiền bảo lãnh,,
保證金比例風險過高,,Margin ratio at high risk,,อัตรามาร์จิ้นที่มีความเสี่ยงสูง,,,,,,,,,,Rủi ro tỷ lệ tiền bảo lãnh quá cao,,
暫不更新,,Not updated for the moment,,ยังไม่อัพเดท,,,,,,,,,,Tạm thời không cập nhật,,
全面更新,,Fully Updated,,อัพเดทใหม่,,,,,,,,,,Cập nhật toàn diện,,
版本,,Version,,เวอร์ชั่น,,,,,,,,,,Phiên bản,,
發現新版本,,Discover New Version,,พบเวอร์ชันใหม่,,,,,,,,,,Phát hiện phiên bản mới,,
下載中,,Downloading,,กำลังดาวน์โหลด,,,,,,,,,,Đang tải về,,
立即更新,,Update Now,,อัพเดททันที,,,,,,,,,,Lập tức cập nhật,,
發送驗證碼,,Send Verification Code,,ส่งรหัสยืนยัน,,,,,,,,,,Gửi phát mã nghiệm chứng,,
區碼,,Area code,,รหัสพื้นที่,,,,,,,,,,Mã khu vực,,
最多可選 {max} 項,,At most {max} items can be selected.,,สูงสุด {max} รายการ,,,,,,,,,,Tối đa có thể chọn {max} mục,,
最少需選 {min} 項,,At least {min} items need to be selected.,,ต่ำสุด {min} รายการ,,,,,,,,,,Tối thiểu phải chọn {min} mục,,
微信或LINE ID欄位須擇一填寫,,You must select either WeChat or LINE ID field to fill in.,,กรอกช่อง Wechat หรือ LINE ID อย่างใดอย่างหนึ่ง,,,,,,,,,,Phải chọn một trong hai cột WeChat hoặc LINE ID để điền,,
Line Id格式有誤,,Wrong Line ID Format,,รูปแบบไลน์ไอดีไม่ถูกต้อง,,,,,,,,,,Định dạng Line Id bị lỗi,,
微信格式有誤,,Wrong WeChat Format,,รูปแบบ WeChat ไม่ถูกต้อง,,,,,,,,,,Định dạng WeChat bị lỗi,,
代號不得為空,,Please enter a ticker symbol.,,ชื่อรหัสไม่สามารถเว้นว่างได้,,,,,,,,,,Mã số không được để trống,,
代號格式錯誤,,Wrong Symbol Format,,รูปแบบชื่อรหัสไม่ถูกต้อง,,,,,,,,,,Định dạng mã số bị lỗi,,
帳號不得為空,,Please enter your account number.,,บัญชีไม่สามารถเว้นว่างได้,,,,,,,,,,Số tài khoản không được để trống,,
帳號格式有誤,,Wrong Account Number Format,,รูปแบบบัญชีไม่ถูกต้อง,,,,,,,,,,Định dạng số tài khoản bị lỗi,,
戶名不得為空,,Please enter your account name.,,ผู้ใช้ไม่สามารถเว้นว่างได้,,,,,,,,,,Người sử dụng không được để trống,,
戶名格式有誤,,Wrong Account Name Format,,รูปแบบชื่อผู้ใช้ไม่ถูกต้อง,,,,,,,,,,Định dạng người sử dụng bị lỗi,,
Email格式錯誤,,Wrong Email Format,,รูปแบบอีเมลไม่ถูกต้อง,,,,,,,,,,Định dạng Email bị lỗi,,
Email不得為空,,Please enter your Email.,,อีเมลไม่สามารถเว้นว่างได้,,,,,,,,,,Email không được để trống,,
手機號不得為空,,Please enter your mobile number.,,เบอร์มือถือไม่สามารถเว้นว่างได้,,,,,,,,,,Số điện thoại di động không được để trống,,
手機號格式有誤,,Wrong Mobile Number Format,,รูปแบบหมายเลขโทรศัพท์ไม่ถูกต้อง,,,,,,,,,,Định dạng số điện thoại di động bị lỗi,,
密碼格式錯誤,,Wrong Password Format,,รูปแบบรหัสผ่านไม่ถูกต้อง,,,,,,,,,,Định dạng mật khẩu bị lỗi,,
密碼不得為空,,Please enter your password.,,รหัสผ่านไม่สามารถเว้นว่างได้,,,,,,,,,,Mật khẩu không được để trống,,
驗證碼格式錯誤,,Wrong Verification Code Format,,รูปแบบรหัสยืนยันไม่ถูกต้อง,,,,,,,,,,Định dạng mã nghiệm chứng bị lỗi,,
驗證碼不得為空,,Please enter your verification code.,,รหัสยืนยันไม่สามารถเว้นว่างได้,,,,,,,,,,Mã nghiệm chứng không được để trống,,
推薦碼不得為空,,Please enter your referral code.,,รหัสอ้างอิงไม่สามารถเว้นว่างได้,,,,,,,,,,Mã giới thiệu không được để trống,,
推薦碼格式有誤,,Wrong Referral Code Format,,รูปแบบรหัสอ้างอิงไม่ถูกต้อง,,,,,,,,,,Định dạng mã giới thiệu bị lỗi,,
尚無平倉,,No close position yet,,ไม่มีตำแหน่งปิด,,,,,,,,,,Không có vị thế thanh lý,,
尚無開倉,,No open position yet,,ไม่มีตำแหน่งเปิด,,,,,,,,,,Không có mất một vị trí,,
尚無可使用獎勵,,No rewards available yet,,ไม่มีรางวัลที่ใช้ได้,,,,,,,,,,Không có thưởng khuyến khích có thể sử dụng,,
尚無歷史獎勵,,No reward history yet,,ไม่มีรางวัลในประวัติ,,,,,,,,,,Không có thưởng khuyến khích lịch sử,,
請輸入PIN碼,,Please enter your PIN.,,กรุณากรอกรหัส PIN,,,,,,,,,,Vui lòng nhập mã PIN,,
生物辨識,,Biometric,,ระบบพิสูจน์ตัวตนบุคคล /ไบโอเมตริกซ์,,,,,,,,,,Nhận dạng sinh trắc học,,
驗證成功,,Verification Successful,,ยืนยันสำเร็จ,,,,,,,,,,Nghiệm chứng thành công,,
驗證失敗,,Varification failed,,ยืนยันล้มเหลว,,,,,,,,,,Nghiệm chứng không thành công,,
掃描指紋或臉部進行身份驗證,,Scan your fingerprint or face for ID verification.,,ทำการสแกนลายนิ้วมือหรือใบหน้าของคุณเพื่อยืนยันตัวตน,,,,,,,,,,Quét vân tay hoặc mặt để nghiệm chứng danh tính,,
掃描指紋進行身份驗證,,Scan your fingerprint for ID verification.,,สแกนลายนิ้วมือเพื่อยืนยันตัวตน,,,,,,,,,,Quét vân tay để nghiệm chứng danh tính,,
觸摸感應,,Touch sensing,,ระบบสัมผัส,,,,,,,,,,Chạm cảm ứng,,
