重要提醒,,Important Reminder,,คำเตือน,,,,,,,,,Lời nhắc quan trọng,,,"paymentBank.remindTitle,depositCheck.title"
"請使用本人的帳戶轉帳
帳戶有效期限為 24 小時
轉帳金額務必一致
請勿重複轉帳",,"Please transfer funds through your own account. 
The account is valid for 24 hours. 
The transfer amount must be consistent. 
Please do not make duplicate transfers.",,"โปรดโอนเงินผ่านบัญชีของคุณเอง
 บัญชีมีอายุ 24 ชั่วโมง
 จำนวนเงินที่โอนจะต้องสอดคล้องกับจำนวนเงินที่ยื่นขอ
 โปรดอย่าทำการโอนเงินซ้ำ",,,,,,,,,"Vui lòng sử dụng tài khoản đích thân người sử dụng để chuyển khoản
 Thời hạn có hiệu lực của tài khoản là 24 tiếng
 Số tiền chuyển khoản phải đồng nhất
 Không được chuyển khoản trùng lặp",,,paymentBank.remindTip
獲得轉帳資訊 去轉帳,,Get transfer information to transfer funds.,,รับข้อมูลการโอนเงินเพื่อโอนเงิน,,,,,,,,,Có được thông tin chuyển khoản để chuyển khoản,,,"paymentBank.toTransferButton,depositCheck.button"
我已瞭解上述資訊,,I already understand the above information.,,ฉันเข้าใจข้อมูลข้างต้นแล้ว,,,,,,,,,Tôi đã hiểu thông tin trên,,,paymentBank.learnInfoReady
入金金額,,Deposit Amount,,จำนวนเงินฝาก,,,,,,,,,Số nhập tiền,,,paymentBank.transferAccountTitle
請於,,Please,,โปรด,,,,,,,,,Vui lòng tại,,,paymentBank.transferCompleteContent1
完成轉帳,,complete the transfer by,,เสร็จสิ้นการโอน,,,,,,,,,Hoàn thành chuyển khoản,,,paymentBank.transferCompleteContent2
收款銀行及代碼,,Receiving Bank and Code,,ชื่อธนาคารและรหัสธนาคาร,,,,,,,,,Ngân hàng nhận và mã số,,,paymentBank.transferBankAndCode
收款帳戶,,Receiving Account,,เลขบัญชีธนาคาร,,,,,,,,,Tài khoản nhận,,,paymentBank.transferBankAccount
已完成轉帳,,Transfer Completed,,ทำการโอนเรียบร้อย,,,,,,,,,Đã hoàn thành chuyển khoản,,,paymentBank.completeButton
"注意事項：
轉帳金額與申請金額不一致，則無法轉帳成功。
超過有效期限，則無法轉帳成功。
請不要重複匯款。",,"Note: 
The transfer cannot be successful if the transfer amount is inconsistent with the amount in the application. 
The transfer cannot be successful if the order expires. 
Please do not make duplicate remittances.",,"ข้อควรระวัง:
 หากจำนวนเงินที่โอนไม่สอดคล้องกับจำนวนเงินที่ยื่นขอ จะไม่สามารถโอนได้สำเร็จ
 หากเกินกว่าวันที่กำหนดไว้ จะไม่สามารถทำการโอนได้
 กรุณาอย่าโอนเงินซ้ำ",,,,,,,,,"Những điều cần chú ý:
 Số tiền chuyển khoản không khớp với số tiền đăng ký, thì không thể chuyển khoản thành công.
 Vượt quá thời hạn có hiệu lực, thì không thể chuyển khoản thành công.
 Không được chuyển khoản trùng lặp.",,,paymentBank.transferDescriptionTip
"溫馨提示:如遇入金問題，
請第一時間聯繫",,"Friendly Reminder: In case of deposit problems, please contact",,"คำเตือน: ในกรณีที่เกิดปัญหาการฝากเงิน
 กรุณาติดต่อ",,,,,,,,,"Gợi ý nhỏ: Nếu có vấn đề về nhập tiền,
 vui lòng liên hệ ngay",,,paymentBank.paymentValueTip1
在線客服,,the online customer service promptly.,,ฝ่ายบริการลูกค้าได้ทันที,,,,,,,,,với Dịch vụ Khách hàng trực tuyến,,,"paymentBank.paymentValueTip2,depositThirdParty.tip2"
"客服人員會協助您迅速入金。
服務宗旨:秉承「用戶至上」真誠「
用心為您服務」。",,"The customer support agents will help you deposit funds quickly. 
Service tenet: we sincerely “serve you with all our hearts” with our motto “client first.” ",,"เจ้าหน้าที่ฝ่ายบริการลูกค้าจะช่วยให้คุณฝากเงินได้อย่างรวดเร็ว
 หลักการบริการ: ยึดมั่นในจุดยืนของลูกค้าเป็นหลักและพร้อมบริการลูกค้าด้วยความจริงใจ",,,,,,,,,"Nhân viên Dịch vụ Khách hàng sẽ hỗ trợ bạn nhanh chóng nhập tiền.
 Tôn chỉ phục vụ: Giữ vững “Người sử dụng là thượng đế” chân thành
 “tận tâm phục vụ bạn”.",,,paymentBank.paymentValueTip3
輸入推薦碼,,Enter Referral Code,,กรอกโค้ดแนะนำ,,,,,,,,,Nhập mã giới thiệu,,,referralCodeBind.appBarTitle
請輸入推薦碼,,Please enter a referral code.,,กรุณากรอกโค้ดแนะนำ,,,,,,,,,Vui lòng nhập mã giới thiệu,,,referralCodeBind.inputHint
"推薦碼將會影響您的帳號獎勵
以及交易費用的相關折扣。
輸入後將無法更改，請確認代
理或朋友提供給您的推薦碼是
否正確再輸入。",,"The referral code will affect your account rewards and related discounts on transaction fees. It cannot be changed after entering, so please enter it after confirming whether the referral code provided to you by an agent or friend is correct. ",,"โค้ดแนะนำจะส่งผลต่อรางวัลในบัญชีของคุณ
 และส่วนลดค่าธรรมเนียมอื่นๆที่เกี่ยวข้อง
 เมื่อป้อนแล้วจะไม่สามารถเปลี่ยนแปลงได้ โปรดทำการตรวจสอบโค้ดแนะนำ
 ที่ตัวแทนหรือเพื่อนของคุณให้คุณนั้นถูกต้อง",,,,,,,,,"Mã giới thiệu sẽ ảnh hưởng thưởng khuyến khích số tài khoản của bạn
 và chiết khấu liên quan của phí giao dịch.
 Sau khi nhập, sẽ không thể sửa đổi, vui lòng xác nhận Đại lý
 hoặc bạn bè cung cấp mã giới thiệu cho bạn
 có chính xác hay không, sau đó nhập vào.",,,referralCodeBind.descriptionText
輸入驗證碼,,Enter the verification code,,ใส่รหัสยืนยัน,,,,,,,,,Nhập mã nghiệm chứng,,,"emailBind.captchaHint,forgotPassword.enterCaptchaHint,changePassword.captchaHint"
立即驗證,,Verify Now,,ยืนยันทันที,,,,,,,,,Lập tức nghiệm chứng,,,"emailBind.verifyImmediately,phoneBind.confirmButton"
請輸入信箱,,Please enter your email address.,,กรุณากรอกอีเมล์,,,,,,,,,Vui lòng nhập Email,,,emailBind.emailHint
已成功驗證信箱,,Email address verified successfully,,ยืนยันอีเมลเรียบร้อยแล้ว,,,,,,,,,Đã nghiệm chứng thành công Email,,,emailBind.bindEmailSuccess
使用者驗證資料,,User Verification Data,,ข้อมูลการตรวจสอบผู้ใช้,,,,,,,,,Thông tin nghiệm chứng của người sử dụng,,,accountIdentifyData.appBarTitle
英文姓名,,English Name,,ชื่อภาษาอังกฤษ,,,,,,,,,Họ tên tiếng Anh,,,"accountIdentifyData.englishNameTitle,personalVerify.englishNameTitle"
地址,,Address,,ที่อยู่,,,,,,,,,Địa chỉ,,,"accountIdentifyData.addressTitle,personalVerify.addressTitle"
職業,,Occupation,,อาชีพ,,,,,,,,,Nghề nghiệp,,,accountIdentifyData.professionTitle
就業狀態,,Employment Status,,สถานะการจ้างงาน,,,,,,,,,Trạng thái việc làm,,,"accountIdentifyData.employmentTitle,personalVerify.employmentStatusTitle"
交易經驗,,Experience in Trading,,ประสบการณ์การเทรด,,,,,,,,,Kinh nghiệm giao dịch,,,"accountIdentifyData.transactionExperienceTitle,personalVerify.tradingExperienceTitle"
開戶原因,,Reason for Opening Account,,เหตุผลในการเปิดบัญชี,,,,,,,,,Nguyên nhân mở tài khoản,,,"accountIdentifyData.reasonsOpeningAccountTitle,personalVerify.accountOpeningReasonTitle"
收入,,Income,,รายได้,,,,,,,,,Thu nhập,,,"accountIdentifyData.incomeTitle,personalVerify.incomeRangeTitle"
總財富,,Gross Wealth,,ความมั่งคั่งทั้งหมด,,,,,,,,,Tổng tài sản,,,"accountIdentifyData.totalWealthTitle,personalVerify.totalPossessionsTitle"
收入與財富來源,,Sources of Income and Wealth,,แหล่งรายได้และความมั่งคั่ง,,,,,,,,,Nguồn thu nhập và tài sản,,,"accountIdentifyData.incomeWealthSourceTitle,personalVerify.sourceIncomeTitle"
手持證件照,,Handheld Photo ID,,บัตรประจำตัวประชาชน,,,,,,,,,Giấy tờ chứng minh cầm tay,,,accountIdentifyData.handleIdCardTitle
如需修改驗證資料，請洽客服人員,,"If you need to modify the verification information, please contact customer support agents.",,หากคุณต้องการแก้ไขข้อมูลการยืนยัน โปรดติดต่อเจ้าหน้าที่ฝ่ายบริการลูกค้า,,,,,,,,,"Nếu cần sửa đổi thông tin nghiệm chứng, vui lòng liên hệ với nhân viên Dịch vụ Khách hàng",,,accountIdentifyData.needModifyTip
投資,,Investment,,ลงทุน,,,,,,,,,Đầu tư,,,personalVerify.accountOpenReasonInvest
對沖,,Hedge,,ป้องกันความเสี่ยง,,,,,,,,,Bù trừ,,,personalVerify.accountOpenReasonHedge
投機,,Speculation,,การเก็งกำไร,,,,,,,,,Đầu cơ,,,personalVerify.accountOpenReasonSpeculation
在職中,,In service,,มีงาน,,,,,,,,,Tại chức,,,personalVerify.employmentStatusEmployed
自營,,Self-employed,,อาชีพอิสระ,,,,,,,,,Tự kinh doanh,,,personalVerify.employmentStatusSelfEmployed
待業,,Unemployed,,ว่างงาน,,,,,,,,,Chờ việc,,,personalVerify.employmentStatusUnemployed
學生,,Student,,นักเรียน,,,,,,,,,Học sinh,,,personalVerify.employmentStatusStudent
退休,,Retirement,,เกษียณ,,,,,,,,,Nghỉ hưu,,,personalVerify.employmentStatusRetire
"超過 USD200,000",,"More than 200,000 USD",,"มากกว่า USD200,000",,,,,,,,,Vượt quá 200.000 USD,,,personalVerify.incomeRangeOver200k
"USD100,000 - 200,000",,"100,000 - 200,000 USD",,"USD100,000 - 200,000",,,,,,,,,100.000 – 200.000 USD,,,personalVerify.incomeRange100kTo200k
"USD50,000 - 100,000",,"50,000 - 100,000 USD",,"USD50,000 - 100,000",,,,,,,,,50.000 – 100.000 USD,,,personalVerify.incomeRange50kTo100k
"USD20,000 - 50,000",,"20,000 - 50,000 USD",,"USD20,000 - 50,000",,,,,,,,,20.000 – 50.000 USD,,,personalVerify.incomeRange20kTo50k
"USD20,000 以下",,"Below 20,000 USD",,"ต่ำกว่า USD20,000",,,,,,,,,20.000 USD trở xuống,,,personalVerify.incomeRangeBelow20k
請先填入真實姓名,,Please fill in your real name.,,กรุณาใส่ชื่อจริงของคุณก่อน,,,,,,,,,Vui lòng điền họ tên thực,,,personalVerify.errorRealNameEmpty
請先填入英文姓名,,Please fill in your English name.,,กรุณากรอกชื่อภาษาอังกฤษของคุณก่อน,,,,,,,,,Vui lòng điện họ tên tiếng Anh,,,personalVerify.errorEnglishNameEmpty
尚未選擇國家,,You have not selected your country yet.,,ยังไม่ได้เลือกประเทศ,,,,,,,,,Chưa chọn quốc gia,,,personalVerify.errorCountryEmpty
尚未填入地址,,You have not filled in your address.,,ยังไม่ได้กรอกที่อยู่,,,,,,,,,Chưa điền địa chỉ,,,personalVerify.errorAddressEmpty
尚未選擇職業別,,You have not selected your profession.,,ยังไม่ได้เลือกอาชีพ,,,,,,,,,Chưa chọn nghề nghiệp,,,personalVerify.errorProfessionEmpty
尚未選擇就業狀態,,You have not selected your employment status.,,ยังไม่ได้เลือกสถานะการจ้างงาน,,,,,,,,,Chưa chọn trạng thái việc làm,,,personalVerify.errorEmploymentStatusEmpty
尚未選擇交易經驗,,You have not selected your experience in trading.,,ไม่ได้เลือกประสบการณ์การซื้อขาย,,,,,,,,,Chưa chọn kinh nghiệm giao dịch,,,personalVerify.errorTradingExperienceEmpty
尚未選擇開戶原因,,You have not selected your reason for opening the account.,,ยังไม่ได้เลือกเหตุผลในการเปิดบัญชี,,,,,,,,,Chưa chọn nguyên nhân mở tài khoản,,,personalVerify.errorAccountOpeningReasonEmpty
尚未選擇收入範圍,,You have not selected your income range.,,ไม่ได้เลือกช่วงรายได้,,,,,,,,,Chưa chọn phạm vi thu nhập,,,personalVerify.errorIncomeEmpty
尚未選擇總財產範圍,,You have not selected your gross property range.,,ยังไม่ได้เลือกช่วงคุณสมบัติทั้งหมด,,,,,,,,,Chưa chọn phạm vi tổng tài sản,,,personalVerify.errorTotalPossessionsEmpty
尚未選擇收入與總財產範圍範圍,,You have not selected your income and gross property range.,,ไม่ได้เลือกรายได้และทรัพย์สินทั้งหมด,,,,,,,,,Chưa chọn phạm vi thu nhập và tổng tài sản,,,personalVerify.errorSourceIncomeEmpty
衛生保健,,Health Care,,สาธารณสุข,,,,,,,,,Chăm sóc sức khỏe,,,personalVerify.professionHealthCare
一般商業,,General Business,,ธุรกิจทั่วไป,,,,,,,,,Thương mại nói chung,,,personalVerify.professionGeneralBusiness
軍人,,Military personnel,,ทหาร,,,,,,,,,Quân nhân,,,personalVerify.professionSoldier
農牧業,,Agriculture and Animal Industry,,เกษตรกรรม,,,,,,,,,"Ngành nông nghiệp, chăn nuôi",,,personalVerify.professionAgricultureAndAnimalHusbandry
新聞廣告業,,News and Advertising Industry,,ข่าวสารและการโฆษณา,,,,,,,,,"Ngành thời sự, quảng cáo",,,personalVerify.professionNewsAndAdvertising
公共事業,,Public Utilities,,สาธารณูปโภค,,,,,,,,,Ngành sự nghiệp quần chúng,,,personalVerify.professionPublicUtilities
治安人員,,Security Personnel,,เจ้าหน้าที่รักษาความปลอดภัย,,,,,,,,,Nhân viên an ninh,,,personalVerify.professionSecurityOfficer
交通運輸業,,Transportation Industry,,อุตสาหกรรมการขนส่ง,,,,,,,,,Ngành giao thông vận chuyển,,,personalVerify.professionTransportationIndustry
製造業,,Manufacturing Industry,,อุตสาหกรรมการผลิต,,,,,,,,,Ngành chế tạo,,,personalVerify.professionManufacturing
宗教團體,,Religious Groups,,กลุ่มศาสนา,,,,,,,,,Đoàn thể tôn giáo,,,personalVerify.professionReligiousGroup
資訊業,,Information Industry,,อุตสาหกรรมสารสนเทศ,,,,,,,,,Ngành thông tin,,,personalVerify.professionInformationIndustry
木材森林業,,Timber and Forest Industry,,อุตสาหกรรมไม้และป่าไม้,,,,,,,,,"Ngành lâm nghiệp, vật liệu gỗ",,,personalVerify.professionTimberForestry
文教機關,,Cultural and Educational Institutions,,สถาบันวัฒนธรรมและการศึกษา,,,,,,,,,Cơ quan văn hóa giáo dục,,,personalVerify.professionEducationalInstitute
建築工程業,,Construction Engineering Industry,,อุตสาหกรรมวิศวกรรมก่อสร้าง,,,,,,,,,Ngành công trình kiến trúc,,,personalVerify.professionConstructionIndustry
家庭管理,,Family Management,,การจัดการครอบครัว,,,,,,,,,Quản lý gia đình,,,personalVerify.professionFamilyManagement
一般職業,,General Occupation,,อาชีพทั่วไป,,,,,,,,,Ngành nghề nói chung,,,personalVerify.professionGeneralOccupation
礦業採石業,,Mining and Quarrying Industry,,อุตสาหกรรมเหมืองแร่และเหมืองหิน,,,,,,,,,Ngành khai thác mỏ quặng,,,personalVerify.professionMiningAndQuarrying
餐旅業,,Restaurants and Travel Industry,,ร้านอาหารและอุตสาหกรรมการท่องเที่ยว,,,,,,,,,"Ngành du lịch, nhà hàng",,,personalVerify.professionHospitalityIndustry
娛樂業,,Entertainment Industry,,อุตสาหกรรมบันเทิง,,,,,,,,,Ngành giải trí,,,personalVerify.professionEntertainmentIndustry
服務業,,Service Industry,,อุตสาหกรรมบริการ,,,,,,,,,Ngành dịch vụ,,,personalVerify.professionServiceIndustry
運動人員,,Sports Personnel,,บุคลากรกีฬา,,,,,,,,,Vận động viên,,,personalVerify.professionAthlete
漁業,,Fishery,,ประมง,,,,,,,,,Ngành đánh bắt cá,,,personalVerify.professionFishery
儲蓄,,Savings,,ออมทรัพย์,,,,,,,,,Lưu trữ,,,personalVerify.incomeSourceDeposit
薪資收入,,Salary Income,,รายได้／เงินเดือน,,,,,,,,,Thu nhập tiền lương,,,personalVerify.incomeSourcePay
租金,,Rent,,เช่า,,,,,,,,,Tiền thuê,,,personalVerify.incomeSourceRent
貸款,,Loan,,เงินกู้,,,,,,,,,Tiền vay ngân hàng,,,personalVerify.incomeSourceLoan
退休金,,Pension,,บำนาญ,,,,,,,,,Tiền nghỉ hữu,,,personalVerify.incomeSourcePension
遺產,,Heritage,,มรดก,,,,,,,,,Di sản thừa kế,,,personalVerify.incomeSourceHeritage
不足一年,,Less than a year,,ไม่ถึงปี,,,,,,,,,Chưa đủ 1 năm,,,personalVerify.tradingExperienceRangeBelow1y
一年以上兩年未滿,,Over one year and less than two years,,มากกว่าหนึ่งปีและน้อยกว่าสองปี,,,,,,,,,"Trên 1 năm, chưa đủ 2 năm",,,personalVerify.tradingExperienceMore1yBelow2y
兩年以上四年未滿,,Over two years and less than four years,,มากกว่าสองปีและน้อยกว่าสี่ปี,,,,,,,,,"Trên 2 năm, chưa đủ 4 năm",,,personalVerify.tradingExperienceMore2yBelow4y
四年以上,,Over four years,,มากกว่าสี่ปี,,,,,,,,,Trên 4 năm,,,personalVerify.tradingExperienceMore4y
無經驗,,No experience,,ไม่มีประสบการณ์,,,,,,,,,Không có kinh nghiệm,,,personalVerify.tradingExperienceNo
步驟1 - 個人資料驗證 (1/4),,Step 1-Personal Data Verification (1/4),,ขั้นตอนที่ 1-การยืนยันข้อมูลส่วนบุคคล (1/4),,,,,,,,,Bước 1 – Nghiệm chứng thông tin cá nhân (1/4),,,personalVerify.stepHeaderTitle
共9題,,9 questions in total,,ทั้งหมด 9 คำถาม,,,,,,,,,Tổng 9 đề,,,personalVerify.stepHeaderSubtitle
"下一步, 文件驗證",,Next step: Document Verification,,ขั้นตอนต่อไป: ตรวจสอบเอกสาร,,,,,,,,,"Bước tiếp theo, nghiệm chứng giấy tờ",,,personalVerify.nextStepButton
國家或地區,,Country or Region,,ประเทศหรือภูมิภาค,,,,,,,,,Quốc gia hoặc khu vực,,,personalVerify.addressDefault
請輸入信用卡或護照的英文名稱,,Please enter your English name on your credit card or passport.,,กรุณาใส่ชื่อภาษาอังกฤษของคุณที่ที่ตรงกันกับบัตรเครดิตหรือหนังสือเดินทางของคุณ,,,,,,,,,Vui lòng nhập tên tiếng Anh trên thẻ tín dụng hoặc hộ chiếu,,,personalVerify.englishNameHint
職業別,,Occupation,,อาชีพ,,,,,,,,,Nghề nghiệp,,,personalVerify.professionTitle
請選擇職業別,,Please select an occupation.,,กรุณาเลือกอาชีพ,,,,,,,,,Vui lòng chọn nghề nghiệp,,,personalVerify.professionDefault
請輸入身分證上的名字,,Please enter the name on your ID card.,,กรุณากรอกชื่อที่ตรงกันกับบัตรประจำตัวประชาชน,,,,,,,,,Vui lòng nhập họ tên trên CMT,,,personalVerify.realNameHint
(可多選),,(multiple choices),,(หลายตัวเลือก),,,,,,,,,(Có thể chọn nhiều mục),,,personalVerify.sourceIncomeSubTitle
去完成,,Complete Now,,เสร็จสิ้นตอนนี้,,,,,,,,,Đi hoàn thành,,,achievementsLevelList.typesUndone
領取,,Receive,,รับ,,,,,,,,,Lĩnh nhận,,,achievementsLevelList.typesNotReceived
每日任務,,Daily Task,,ภารกิจประจำวัน,,,,,,,,,Nhiệm vụ mỗi ngày,,,dailyMission.appBarTitle
尚無每日任務,,No daily task yet,,ยังไม่มีภารกิจประจำวัน,,,,,,,,,Không có nhiệm vụ mỗi ngày,,,dailyMission.emptyTip
每日任務獎勵領取僅限「真實賬戶」交易行為,,Daily mission rewards are only available for transactions in Real Account.,,รางวัลภารกิจรายวันมีให้สำหรับการทำธุรกรรมในบัญชีจริงเท่านั้น,,,,,,,,,Thưởng khuyến khích nhiệm vụ mỗi ngày chỉ được là hành vi giao dịch “Tài khoản thực”,,,dailyMission.missionTip
升跌顏色,,Colors of Up and Down ,,สีของการขึ้นและลง,,,,,,,,,Màu tăng giảm,,,upDownColorSetting.appBarTitle
資料為空,,You must enter data.,,ข้อมูลว่างเปล่า,,,,,,,,,Thông tin để trống,,,"requestError.dataEmpty,emptyPlace.tip"
連線逾時,,Connection Timeout,,หมดเวลาการเชื่อมต่อ,,,,,,,,,Nối kết quá hạn,,,requestError.connectTimeOut
糟糕 出現了一個錯誤,,"Oops, an error occured.",,อ๊ะ เกิดข้อผิดพลาด,,,,,,,,,"Thôi xong, đã xuất hiện một lỗi",,,requestError.system
賬號密碼錯誤,,Wrong Password,,รหัสผ่านผิด,,,,,,,,,"Tài khoản, mật khẩu bị lỗi",,,requestError.accPwdError
賬戶已停權,,This account has been suspended.,,บัญชีนี้ถูกระงับ,,,,,,,,,Tài khoản đã bị đóng,,,requestError.blackAccount
交易資金不足,,Insufficient Funds,,เงินทุนไม่เพียงพอ,,,,,,,,,Số tiền giao dịch không đủ,,,requestError.capitalScarcity
交易只可開倉,,Only for Opening Position transaction,,สามารถเปิดการซื้อขายได้เท่านั้น,,,,,,,,,Giao dịch chỉ được mất một vị trí,,,requestError.openPositionOnly
交易只可平倉,,Only for Closing Position transaction,,สามารถปิดการซื้อขายได้เท่านั้น,,,,,,,,,Giao dịch chỉ được ở vị thế thanh lý,,,requestError.closePositionOnly
更新資料失敗,,Failed to update information,,ไม่สามารถอัปเดตข้อมูล,,,,,,,,,Cập nhật thông tin không thành công,,,requestError.updateDataFail
此品項當前不可交易,,This product is currently unavailable.,,รายการนี้ไม่สามารถใช้ได้ในขณะนี้,,,,,,,,,Hạng mục này hiện không thể giao dịch,,,requestError.contractDisabled
手機號格式錯誤,,Wrong Mobile Number Format,,รูปแบบหมายเลขโทรศัพท์มือถือไม่ถูกต้อง,,,,,,,,,Định dạng số điện thoại di động bị lỗi,,,requestError.phoneFormat
手機驗證碼錯誤,,Wrong Mobile Verification Code,,รหัสยืนยันมือถือไม่ถูกต้อง,,,,,,,,,Mã nghiệm chứng số điện thoại di động bị lỗi,,,requestError.phoneCode
請先清空持倉,,Please close all your open positions.,,กรุณาปิดตำแหน่งที่เปิดอยู่ทั้งหมดของคุณ,,,,,,,,,Vui lòng dọn sạch vị thế để ngỏ,,,requestError.positionNotEmpty
資金不足,,Insufficient Funds,,เงินทุนไม่เพียงพอ,,,,,,,,,Không đủ vốn,,,requestError.withdrawUnderFunding
請先綁定銀行卡,,Please bind your bank card to your account.,,กรุณาทำการผูกบัญชีธนาคาร,,,,,,,,,Trước tiên vui lòng ràng buộc thẻ ngân hàng,,,requestError.noBankBind
戶名需與賬號名稱相同,,The account name must be the same as the name on the account.,,ชื่อผู้ใช้จะต้องเหมือนกับชื่อในบัญชีธนาคาร,,,,,,,,,Tên người sử dụng phải khác với tên tài khoản,,,requestError.bankCardAccNoSame
發生未預期錯誤,,An unexpected error occurred.,,เกิดข้อผิดพลาดที่ไม่รู้จัก,,,,,,,,,Phát sinh lỗi không dự tính trước,,,requestError.unexpected
請先切換狀態為實盤交易,,Please switch the status to live trading mode.,,โปรดเปลี่ยนสถานะเป็นโหมดการซื้อขายสด,,,,,,,,,Trước tiên vui lòng chuyển sang trạng thái giao dịch thực,,,requestError.simulateAccountNoFeature
前筆訂單尚未完成,,The previous order has not been completed.,,คำสั่งซื้อก่อนหน้านี้ยังไม่เสร็จสมบูรณ์,,,,,,,,,Đơn đặt hàng trước chưa hoàn thành,,,requestError.preFundingOrderNoComplete
金額超出範圍,,Beyond Amount Limit,,เกินขีดจำกัด,,,,,,,,,Số tiền vượt quá phạm vi,,,requestError.fundingOutPriceOutRange
入金通道維護中,,The deposit channel is under maintenance.,,ช่องทางการฝากเงินอยู่ในระหว่างการปรับปรุง,,,,,,,,,Đang bảo trì kênh nhập tiền,,,requestError.fundingInClose
漲停跌停時停止交易,,Stop trading when the limit up or down is reached.,,หยุดการซื้อขายเมื่อถึงขีดจำกัดขึ้นหรือลง,,,,,,,,,Ngừng giao dịch khi đạt giới hạn tăng và giới hạn giảm,,,"requestError.limitUpCanNotBuyIn,requestError.limitDownCanNotSellOut"
已領取{n}個獎勵,,Have received {n} rewards,,ได้รับ {n} รางวัล,,,,,,,,,Đã lĩnh nhận {n} phần thưởng khuyến khích,,,receiveAwardPopup.receivedCount
已領取「{n}」,,"Have Received ""{n}""",,"ได้รับ ""{n}""",,,,,,,,,Đã lĩnh nhận {n},,,receiveAwardPopup.receivedTitle
我知道了,,I got it.,,ฉันเข้าใจแล้ว,,,,,,,,,Tôi đã biết,,,"receiveAwardPopup.know,adjustmentMarginDescriptionPopup.button"
前往歷史獎勵,,Go to Reward History,,ไปที่ประวัติรางวัล,,,,,,,,,Vào thưởng khuyến khích lịch sử,,,receiveAwardPopup.historyButton
今日不再提醒,,No more reminders today,,ไม่มีการแจ้งเตือนนับต่อจากนี้ไป,,,,,,,,,Hôm nay sẽ không nhắc thêm,,,receiveAwardPopup.noTipToday
使用信箱註冊,,Register with Email Address,,ลงทะเบียนด้วยที่อยู่อีเมล,,,,,,,,,Sử dụng Email để đăng ký,,,signUp.emailRegistrationTitle
請填寫您的電子信箱,,Please fill in your email address.,,กรุณากรอกอีเมล์ของคุณ,,,,,,,,,Vui lòng điền Email của bạn,,,"signUp.enterEmailHint,forgotPassword.enterEmailHint,login.enterEmailHint"
註冊成功,,Registration Successful ,,ลงทะเบียนสำเร็จ,,,,,,,,,Đăng ký thành công,,,signUp.signUpSuccess
輸入信箱收到的驗證碼,,Enter verification code in the Email,,ป้อนรหัสยืนยันใน Email,,,,,,,,,Nhập mã nghiệm chứng nhận được từ Email,,,signUp.emailEnterCodeHint
註冊即代表您同意我們的,,"If you register, you agree to our ",,หากคุณลงทะเบียนแสดงว่าคุณยอมรับ,,,,,,,,,Đăng ký nghĩa là bạn đồng ý với,,,signUp.agreeOurPrivacy
隱私政策.,,privacy policies.,,นโยบายความเป็นส่วนตัวของทางเรา,,,,,,,,,quyền riêng tư và chính sách của chúng tôi.,,,signUp.agreeOurPrivacyValue
已有帳號？,,Have an account already?,,มีบัญชีอยู่แล้ว?,,,,,,,,,Đã có tài khoản?,,,"signUp.alreadyHaveAccountButton,signUpNavigation.alreadyHaveAccountButton"
使用手機號碼註冊,,Register with Mobile Number,,ลงทะเบียนด้วยหมายเลขโทรศัพท์มือถือ,,,,,,,,,Sử dụng số điện thoại di động để đăng ký,,,signUp.phoneNumberRegistrationTitle
請輸入您的手機號碼,,Please enter your mobile number.,,กรุณาใส่หมายเลขโทรศัพท์มือถือของคุณ,,,,,,,,,Vui lòng nhập số điện thoại di động của bạn,,,"signUp.enterPhoneNumberHint,forgotPassword.enterPhoneNumberHint,login.enterPhoneNumberHint,phoneBind.inputPhoneHint"
輸入密碼,,Enter password,,ใส่รหัสผ่าน,,,,,,,,,Nhập mật khẩu,,,"signUp.enterPasswordHint,login.enterPasswordHint"
輸入邀請碼(非必填),,Enter an invitation code (not required),,ใส่รหัสเชิญ (ไม่จำเป็น),,,,,,,,,Nhập mã lời mời (không bắt buộc),,,signUp.enterReferralInputHint
輸入簡訊收到的驗證碼,,Enter the SMS verification code,,ใส่รหัสยืนยันทาง SMS,,,,,,,,,Nhập mã nghiệm chứng nhận được từ tin nhắn,,,"signUp.phoneNumberEnterCodeHint,phoneBind.phoneNumberEnterCodeHint"
超過一百個以上的交易品項,,Over 100 trading items,,รายการซื้อขายมากกว่า 100 รายการ,,,,,,,,,Hơn 100 hạng mục giao dịch,,,signUpNavigation.benefit1
二十四小時隨時交易,,Trade 24 hours a day,,เทรดได้ตลอด 24 ชั่วโมง,,,,,,,,,Giao dịch mọi lúc trên 24 tiếng,,,signUpNavigation.benefit2
免佣金以及低點差,,Commission-free and Low Spread,,ไม่มีค่าคอมมิชชันและสเปรดต่ำ,,,,,,,,,Không cần hoa hồng và giá chênh lệnh tháp,,,signUpNavigation.benefit3
免費的獨家見解,,Free Exclusive Insights,,ข้อมูลเชิงลึกพิเศษฟรี,,,,,,,,,Kiến giải độc quyền miễn phí,,,signUpNavigation.benefit4
歡迎,,Welcome,,ยินดีต้อนรับ,,,,,,,,,Chào mừng,,,signUpNavigation.welcomeTitle
新使用者註冊,,New User Registration,,การลงทะเบียนผู้ใช้ใหม่,,,,,,,,,Người sử dụng mới đăng ký,,,signUpNavigation.newUserTitle
您還沒註冊嗎?,,Haven't registered yet?,,ยังไม่ได้ลงทะเบียน?,,,,,,,,,Bạn chưa đăng ký chăng?,,,signUpNavigation.registeredYet
