尚有資料未填寫,尚有资料未填写,Information not yet completed,,ข้อมูลยังไม่เสร็จสมบูรณ์,,,まだ入力されていない情報がまだあります,,,채워지지 않은 정보가 여전히 있습니다.,,,Còn có dữ liệu chưa điền,,,addAgentReferralCodePopup.emptyTip
編輯點差及手續費,编辑点差及手续费,Edit Spread and Transaction Fee,,แก้ไขค่าสเปรดและค่าธรรมเนียม,,,ポイントを編集し、手数料を処理します,,,포인트 및 처리 비용을 편집합니다,,,Biên tập giá chênh lệch và phí thực hiện,,,addAgentReferralCodePopup.editReferralCodeTitle
新增點差及手續費,新增点差及手续费,Add Spread and Transaction Fee,,เพิ่มสเปรดและค่าธรรมเนียม,,,新しいポイントの違いと取り扱い料金,,,새로운 포인트 차이 및 취급 수수료,,,Thêm giá chênh lệch và phí thực hiện,,,addAgentReferralCodePopup.addReferralCodeTitle
類別,类别,Category,,หมวดหมู่,,,カテゴリー,,,범주,,,Loại,,,addAgentReferralCodePopup.categoryTitle
請選擇類別,请选择类别,Please select a category.,,โปรดเลือกหมวดหมู่,,,カテゴリを選択してください,,,범주를 선택하십시오,,,Vui lòng chọn loại,,,addAgentReferralCodePopup.categoryButtonHint
請選擇品項,请选择品项,Please select an item.,,กรุณาเลือกรายการ,,,アイテムを選択してください,,,항목을 선택하십시오,,,Vui lòng chọn hạng mục,,,addAgentReferralCodePopup.itemsButtonHint
代號,代号,Symbol,,เครื่องหมาย,,,コード,,,암호,,,Mã số,,,addAgentReferralCodePopup.codeNumberTitle
請輸入代號,请输入代号,Please enter a symbol.,,กรุณาใส่สัญลักษณ์,,,コードを入力してください,,,코드를 입력하십시오,,,Vui lòng nhập mã số,,,addAgentReferralCodePopup.codeButtonHint
調整點差,调整点差,Adjust Spread,,ปรับสเปรด,,,ポイントを調整します,,,포인트를 조정하십시오,,,Điều chỉnh giá chênh lệch,,,addAgentReferralCodePopup.adjustmentSpreadTitle
調整手續費,调整手续费,Adjust Transaction Fee,,ปรับค่าธรรมเนียม,,,処理料を調整します,,,취급 수수료를 조정하십시오,,,Điều chỉnh phí thực hiện,,,addAgentReferralCodePopup.adjustmentFeeTitle
超出手續費範圍,超出手续费范围,Beyond transaction fee limit,,เกินขีดจำกัดค่าธรรมเนียม,,,料金の範囲を超えて,,,수수료 범위를 넘어서,,,Vượt quá phạm vi phí thực hiện,,,addAgentReferralCodePopup.beyondFeeRangeTip
超出點差範圍,超出点差范围,Beyond spread limit,,เกินขีดจำกัดสเปรด,,,ポイントの違いを超えて,,,포인트 차이를 넘어서,,,Vượt quá phạm vi giá chênh lệch,,,addAgentReferralCodePopup.overnightRangeTip
輸入交易設定搜尋條件,输入交易设定搜寻条件,Enter search criteria for trading settings,,ป้อนเกณฑ์การค้นหาสำหรับการตั้งค่าการซื้อขาย,,,入力トランザクション設定検索条件,,,입력 트랜잭션 설정 검색 조건,,,Nhập điều kiện tìm kiếm thiết lập giao dịch,,,agentTransactionSettingSearch.enterDetailSearchHint
用戶分潤篩選器,用户分润筛选器,User Revenue Share Filter,,ตัวกรองส่วนแบ่งรายได้ของผู้ใช้,,,ユーザー分割スクリーニング,,,사용자는 선별 선별를 분할합니다,,,Bộ sàng lọc chia lãi cho người sử dụng,,,agentUserProfitSharingForm.filterPopup.popupTitle
輸入搜尋條件,输入搜寻条件,Enter search criteria,,ป้อนเกณฑ์การค้นหา,,,検索条件を入力します,,,검색 조건을 입력하십시오,,,Nhập điều kiện tìm kiếm,,,agentFundingDetailsSearch.enterDetailSearchHint
代理條件頁,代理条件页,Terms of Agency Page,,เงื่อนไขหน้าตัวแทน,,,プロキシ条件ページ,,,프록시 조건 페이지,,,Trang điều kiện Đại lý,,,agentCondition.nameDescription
入金返利,入金返利,Deposit Rebate,,เงินคืนเงินฝาก,,,リベート,,,할인,,,Hàn lãi nhập tiền,,,agentCondition.rebateTitle
交易手數返利,交易手数返利,Rebate on Trading Lots,,เงินคืนจากล็อตการซื้อขาย,,,トランザクションハンドの戻り,,,거래 손의 반환,,,Hoàn lãi số lượt giao dịch,,,agentCondition.transactionHandTitle
最低工資,最低工资,Minimum Wage,,ค่าแรงขั้นต่ำ,,,最低賃金,,,최저 임금,,,Tiền công thấp nhất,,,agentCondition.minimumWageTitle
最低工資獲得條件,最低工资获得条件,Conditions for Obtaining the Minimum Wage,,เงื่อนไขการรับค่าจ้างขั้นต่ำ,,,最低賃金取得条件,,,최저 임금 인수 조건,,,Điều kiện lĩnh tiền công thấp nhất,,,agentCondition.minimumWageConditionsTitle
交易點差及手續費範圍,交易点差及手续费范围,Spread and Transaction Fee Limit,,ขีดจำกัดค่าธรรมเนียมและสเปรด,,,取引ポイントが低く、料金の範囲,,,거래 지점과 수수료 범위,,,Phạm vi giá chênh lệch và phí thực hiện giao dịch,,,agentCondition.tradingSpreadsHandlingTitle
當前非交易時段,当前非交易时段,Not in trading hours,,ไม่ได้อยู่ในเวลาซื้อขาย,,,現在の非取引期間,,,현재 비 트레이딩 기간,,,Hiện tại không phải là thời điểm giao dịch,,,"positionModify.errorNotTradingTime,requestError.notTradingTime"
該品項暫時無法交易,该品项暂时无法交易,This item is unavailable for the moment.,,รายการนี้ไม่สามารถใช้ได้ในขณะนี้,,,このアイテムは当分の間取引することはできません,,,이 항목은 당분간 거래 될 수 없습니다,,,Hạng mục này tạm thời không thể giao dịch,,,"positionModify.errorFuturesNotTradingTime,requestError.quotaUpdateOutTime"
修改持倉單,修改持仓单,Modify Position Order,,แก้ไขคำสั่งตำแหน่ง,,,倉庫を変更します,,,창고를 수정하십시오,,,Sửa đổi Đơn vị thế để ngỏ,,,positionModify.appBarTitle
部份單號平倉失敗!,部份单号平仓失败!,Failed to close some orders!,,ไม่สามารถปิดคำสั่งซื้อบางรายการได้!,,,いくつかの単一数の清算が失敗しました！,,,일부 단일 번호 청산이 실패했습니다!,,,Một phần số Đơn ở vị thế để ngỏ không thành công!,,,positionModify.closeMultiPositionPartialFailTitle
查無此單號,查无此单号,This order no is not found.,,ไม่พบหมายเลขคำสั่งซื้อนี้,,,注文番号はありません,,,주문 번호가 없습니다,,,Không có số Đơn này,,,positionModify.errorClosePositionFindNoSerial
未知錯誤({code}),未知错误({code}),Unknown Error ({code}),,เกิดข้อผิดพลาดที่ไม่รู้จัก ({code}),,,不明なエラー（{code}）,,,알 수없는 오류 ({code}),,,Bị lỗi chưa biết ({code}),,,positionModify.errorGeneralCode
調整後預估強平價,调整后预估强平价,Projected Forced Parity after Adjustment,,ปรับราคาการชำระบัญชีโดยประมาณ,,,調整後、それは強いパリティであると推定されます,,,조정 후 강한 패리티로 추정됩니다.,,,Giá cưỡng chế thanh lý dự tính sau khi điều chỉnh,,,positionModify.adjustedLiquidationPrice
追加,追加,Add,,เพิ่ม,,,追加,,,덧셈,,,Thêm vào,,,positionModify.append
最多可追加,最多可追加,Maximum to be added,,เพิ่มสูงสุด,,,せいぜい、加算します,,,기껏해야 추가하십시오,,,Tối đa có thể thêm vào,,,positionModify.mostAppend
請輸入金額,请输入金额,Please enter an amount.,,กรุณาใส่จำนวนเงิน,,,金額を入力してください,,,금액을 입력하십시오,,,Vui lòng nhập số tiền,,,"positionModify.adjustMarginHint,paymentBank.paymentPriceTitle"
請輸入{min}元以上金額,请输入{min}元以上金额,Please enter an amount above {min} dollars.,,โปรดป้อนจำนวนเงินที่สูงกว่า {min} ดอลลาร์,,,上記の金額を入力してください{min},,,위의 금액을 입력하십시오 {min},,,Vui lòng nhập số tiền trên {min} tệ,,,"positionModify.adjustMarginInputMinHint,depositThirdParty.inputMinHint"
請輸入{max}元以下金額,请输入{max}元以下金额,Please enter an amount below {max} dollars.,,โปรดป้อนจำนวนเงินที่ต่ำกว่า {max} ดอลลาร์,,,以下の金額を入力してください{max},,,{max} 아래에 금액을 입력하십시오.,,,Vui lòng nhập số tiền dưới {max} tệ,,,"positionModify.adjustMarginInputMaxHint,depositThirdParty.inputMaxHint"
調整保證金須在限制範圍內,调整保证金须在限制范围内,The adjustment to the margin must be within the limit.,,การปรับค่าเงินประกันต้องอยู่ภายในขีดจำกัด,,,,,,,,,Điều chỉnh tiền bảo lãnh phải trong phạm vi giới hạn,,,"positionModify.errorMarginCallOutRange,marginCallEditPopup.errorMarginCallOutRange"
指標,指标,Index,,ดัชนี,,,索引,,,인덱스,,,Chỉ tiêu,,,"chartBollSetting.index,chartKdjSetting.index,chartMacdSetting.index"
默認設置,默认设置,Default Settings,,การตั้งค่าเริ่มต้น,,,初期設定,,,기본 설정,,,Thiết lập mặc định,,,"chartBollSetting.defaultSetting,chartKdjSetting.defaultSetting,chartMacdSetting.defaultSetting,chartMaSetting.defaultSetting,chartRsiSetting.defaultSetting,chartWrSetting.defaultSetting"
UP,UP,UP,,UP,,,上,,,위로,,,UP,,,chartBollSetting.indexUp
DN,DN,DN,,DN,,,dn,,,DN,,,DN,,,chartBollSetting.indexDn
MB,MB,MB,,MB,,,MB,,,MB,,,MB,,,chartBollSetting.indexMb
時間週期,时间周期,Cycle,,ช่วงเวลา,,,期間,,,기간,,,Chu kỳ thời gian,,,"chartBollSetting.timePeriod,chartMacdSetting.timePeriod"
帶寬,带宽,Bandwidth,,Bandwidth,,,帯域幅,,,대역폭,,,Băng thông,,,chartBollSetting.bandWidth
K,K,K,,K,,,k,,,케이,,,K,,,chartKdjSetting.indexK
D,D,D,,D,,,d,,,디,,,D,,,chartKdjSetting.indexD
J,J,J,,J,,,j,,,제이,,,J,,,chartKdjSetting.indexJ
計算週期,计算周期,Calculate Cycle,,คำนวณรอบ,,,計算サイクル,,,계산주기,,,Chu kỳ tính,,,chartKdjSetting.calculatePeriod
移動平均週期1,移动平均周期1,Moving Average Cycle 1,,เส้นค่าเฉลี่ยเคลื่อนที่ 1,,,平均サイクル1を移動します1,,,평균주기 1을 이동합니다,,,Chu kỳ di chuyển bình quân 1,,,chartKdjSetting.maPeriod1
移動平均週期2,移动平均周期2,Moving Average Cycle 2,,เส้นค่าเฉลี่ยเคลื่อนที่ 2,,,平均サイクル2を移動します,,,평균 사이클 2를 이동합니다,,,Chu kỳ di chuyển bình quân 2,,,chartKdjSetting.maPeriod2
DIF,DIF,DIF,,DIF,,,dif,,,dif,,,DIF,,,chartMacdSetting.indexDif
DEA,DEA,DEA,,DEA,,,DEA,,,DEA,,,DEA,,,chartMacdSetting.indexDea
短週期,短周期,Short Cycle,,ระยะสั้น,,,短いサイクル,,,짧은 사이클,,,Chu kỳ ngắn,,,chartMacdSetting.shortPeriod
長週期,长周期,Long Cycle,,ระยะยาว,,,ロングサイクル,,,긴 사이클,,,Chu kỳ dài,,,chartMacdSetting.longPeriod
週期,周期,Cycle,,ระยะเวลา,,,サイクル,,,주기,,,Chu kỳ,,,"chartRsiSetting.period,chartWrSetting.period"
圖表類型,图表类型,Type of Chart,,ประเภทของแผนภูมิ,,,チャートタイプ,,,차트 유형,,,Loại hình biểu đồ,,,"chartTypeSetting.appBarTitle,chartSetting.chartType"
蠟燭圖,蜡烛图,Candlestick Chart,,แผนภูมิแท่งเทียน,,,キャンドルチャート,,,양초 차트,,,Sơ đồ nến,,,chartTypeSetting.kLineChart
分時圖,分时图,Time-sharing Chart,,แผนภูมิแบ่งเวลา,,,タイミングチャート,,,타이밍 차트,,,Sơ đồ phút giờ,,,chartTypeSetting.lineIndexChart
下級用戶專用,下级用户专用,Only for Basic User,,สำหรับผู้ใช้พื้นฐานเท่านั้น,,,ユーザー専用の部下,,,사용자에게 전념하는 부하 직원,,,Người sử dụng cấp dưới chuyên dụng,,,agentReferralCodeUsers.appBarTitle
國家,国家,Country,,ประเทศ,,,国家,,,국가,,,Quốc gia,,,countryCode.country
請輸入名稱或區碼,请输入名称或区码,Please enter a name or area code.,,กรุณากรอกชื่อหรือรหัสพื้นที่,,,名前または市外局番を入力してください,,,이름 또는 영역 코드를 입력하십시오,,,Vui lòng nhập tên gọi hoặc mã khu vực,,,countryCode.searchEnterHint
提交申請中,提交申请中,Submitting Application,,กำลังยื่นคำขอ,,,申請書の提出,,,신청서 제출,,,Đang gửi đăng ký,,,withdrawBank.withdrawRequestSending
提交出金申請,提交出金申请,Submit Withdrawal Application,,ยื่นคำขอการถอนเงิน,,,ゴールドアプリケーションを提出します,,,금 신청서를 제출하십시오,,,Gửi đăng ký xuất tiền,,,withdrawBank.withdrawButton
"客戶出金所指定之帳號，必需是開戶時所指定之出金銀行帳號。
電子交易系統之線上出金申請時間為每個營業日上午8：00~14：00","客户出金所指定之帐号，必需是开户时所指定之出金银行帐号。
电子交易系统之线上出金申请时间为每个营业日上午8：00~14：00","The account number specified by the customer for withdrawal must be the account number of the withdrawal bank specified at the time of account opening. 
The online withdrawal application time of the electronic trading system is from 8:00 am to 14:00 am on each business day.",,"หมายเลขบัญชีที่ลูกค้าต้องการถอน จะต้องเป็นหมายเลขบัญชีธนาคารที่ระบุไว้ในตอนเปิดบัญชี
 เวลายื่นขอถอนเงินของระบบการซื้อขายทางออนไลน์ ตั้งแต่ 8.00 น. ถึง 14.00 น. ในแต่ละวันทำการ",,,"顧客の預金によって指定された口座は、口座開設時に指定された銀行口座の口座でなければなりません。
電子取引システムのオンラインアプリケーション時間は8：00〜14:00です",,,"고객의 예금으로 지정된 계정은 계정 개설 시점에 지정된 은행 계좌의 계정이어야합니다.
전자 거래 시스템의 온라인 신청 시간은 영업일 당 8 : 00 ~ 14:00입니다.",,,"Số tài khoản xuất tiền do khách hàng chỉ định, nhất định phải là số tài khoản ngân hàng xuất tiền được chỉ định khi mở tài khoản.
 Thời gian đăng ký xuất tiền trực tuyến của hệ thống giao dịch điện tử là 8:00~14:00 vào mỗi ngày kinh doanh.",,,withdrawBank.tipContent
出金申請完成,出金申请完成,Withdrawal Application Completed,,คำขอถอนเงินเสร็จสมบูรณ์,,,完了するためのお金の申請,,,완료 할 돈 신청,,,Hoàn thành đăng ký xuất tiền,,,withdrawBank.completeTitle
"審核預計會需要 3-5 個工作天。
通過後，您將會收到資金轉帳通知。","审核预计会需要 3-5 个工作天。
通过后，您将会收到资金转帐通知。","The review application is expected to take 3-5 working days. 
After approval, you will receive a notification of the fund transfer.",,"การตรวจสอบคาดว่าจะใช้เวลา 3-5 วันทำการ
 หลังจากได้รับอนุมัติแล้ว ท่านจะได้รับแจ้งการโอนเงิน",,,"このレビューには、3〜5営業日が必要になると予想されています。
合格した後、資金移転通知を受け取ります。",,,"이 검토는 3-5 일의 근무일이 필요할 것으로 예상됩니다.
통과 후, 당신은 자금 이체 통지를 받게됩니다.",,,"Thẩm hạch dự tính cần 3-5 ngày làm việc.
 Sau khi thông qua, bạn sẽ nhận được thông báo chuyển khoản vốn.",,,withdrawBank.completeContent
已完成申請,已完成申请,Application Completed,,ยื่นขอเสร็จสิ้น,,,応用,,,신청,,,Đã hoàn thành đăng ký,,,withdrawBank.completeButton
額度,额度,Limit,,วงเงิน,,,クォータ,,,몫,,,Hạn ngạch,,,withdrawBank.pricePrefix
出金帳戶設定,出金帐户设定,Withdrawal Account Settings,,การตั้งค่าบัญชีถอนเงิน,,,ゴールドアカウント設定,,,금 계정 설정,,,Thiết lập tài khoản xuất tiền,,,"accountPaymentManager.appBarTitle,bankAccountDetail.appBarTitle,accountManager.withdrawalAccountSettings"
"您目前沒有任何出金帳戶，請按下方或
右上角「+」按鈕新增後
進行審核。","您目前没有任何出金帐户，请按下方或
右上角“+”按钮新增后
进行审核。","You do not have any withdrawal account currently. Please click the ""+"" button below or the one in the upper right corner to add an account for review.",,,,38,"現在、ゴールドアカウントはありません。以下または
右上隅の「+」ボタンが追加された後
診る。",,33,"현재 금 계정이 없으며 아래 또는
오른쪽 상단의 ""+""버튼이 추가 된 후
조사하다.",,46,,,74,accountPaymentManager.emptyTip
新增出金帳戶,新增出金帐户,Add Withdrawal Account,,เพิ่มบัญชีถอนเงิน,,,ゴールドアカウントを追加しました,,,골드 계정이 추가되었습니다,,,Thêm tài khoản xuất tiền,,,accountPaymentManager.addBankAccount
可使用,可使用,Enable,,,,3,,,3,,,4,,,6,accountPaymentManager.statusSuccess
未過審,未过审,Not approved,,ไม่ผ่านการอนุมัติ,,,試用過剰ではありません,,,과도한 재판이 아닙니다,,,Chưa thẩm hạch,,,accountPaymentManager.statusFail
目前無出金方式，如要新增出金帳戶，請,目前无出金方式，如要新增出金帐户，请,"There is no withdrawal method currently. If you want to add a new withdrawal account, please",,ขณะนี้ยังไม่มีช่องทางการถอนเงิน หากคุณต้องการเพิ่มบัญชีถอนใหม่ โปรด,,,現在、金の方法はありません。ゴールドアカウントを追加したい場合は、お願いします,,,현재 금 방법이 없습니다. 금 계정을 추가하고 싶다면 제발주세요.,,,"Hiện tại không có phương thức xuất tiền, nếu cần thêm tài khoản xuất tiền, vui long liên",,,accountPaymentManager.paymentCategoryEmptyPopup.noPaymentTip
聯繫客服人員,联系客服人员,contact customer support,,ติดต่อฝ่ายบริการลูกค้า,,,カスタマーサービススタッフに連絡してください,,,고객 서비스 직원에게 문의하십시오,,,hệ với nhân viên Dịch vụ Khách hàng,,,accountPaymentManager.paymentCategoryEmptyPopup.contactCustomerService
繁體中文,繁体中文,繁體中文,,,,4,繁體中文,,4,繁體中文,,5,,,9,languageSetting.localeZhTw
簡體中文,简体中文,簡體中文,,,,4,簡體中文,,4,簡體中文,,5,,,9,languageSetting.localeZhCn
中文,中文,中文,,,,2,中文,,2,中文,,2,,,4,languageSetting.localeZh
English,English,English,,,,8,English,,7,English,,9,,,15,languageSetting.localeEn
日本語,日本语,日本語,,,,3,日本語,,3,日本語,,4,,,6,languageSetting.localeJp
한국어,한국어,한국어,,,,3,한국어,,3,한국어,,4,,,6,languageSetting.localeKr
ไทย,ไทย,ไทย,,,,3,ไทย,,3,ไทย,,4,,,6,languageSetting.localeTh
Tiếng Việt,Tiếng Việt,Tiếng Việt,,,,10,Tiếng Việt,,9,Tiếng Việt,,12,,,20,languageSetting.localeVi
升跌顏色,升跌颜色,Colors of Up and Down,,สีของการขึ้นและลง,,,浮き沈み,,,기복,,,Màu tăng giảm,,,upDownColorSetting.appBarTitle
獲取交易帳戶中,获取交易帐户中,Getting Trading Account,,เข้าสู่บัญชีซื้อขาย,,,トランザクションアカウントを取得します,,,거래 계정을 받으십시오,,,Đang có được tài khoản giao dịch,,,paymentBank.gettingTransferAccount
PAY,PAY,PAY,,จ่าย,,,支払い,,,지불,,,PAY,,,"paymentBank.payTag,depositThirdParty.payTag,depositChannel.payTag"
立即入金享受交易,立即入金享受交易,Deposit now to enjoy the trading.,,ฝากตอนนี้เพื่อสนุกไปกับการซื้อขาย,,,すぐにトランザクションをお楽しみください,,,즉시 거래를 즐기십시오,,,Lập tức nhập tiền để hưởng giao dịch,,,"paymentBank.confirmPaymentButton,depositThirdParty.confirmPaymentButton,paymentCreditCard.confirmValueGetUrlButton"
最低{value},最低{value},Minimum {value},,ขั้นต่ำ {value},,,最小{value},,,최소 {value},,,Tối thiểu {value},,,paymentBank.paymentRangeOnlyMin
{min}-{max},{min}-{max},{min}-{max},,{min}-{max},,,{min}  -  {max},,,{min}-{max},,,{min}-{max},,,paymentBank.paymentRangeMinMax
重要提醒,重要提醒,Important Reminder,,คำเตือน,,,重要なリマインダー,,,중요한 알림,,,Lời nhắc quan trọng,,,"paymentBank.remindTitle,depositCheck.title"
"請使用本人的帳戶轉帳
帳戶有效期限為 24 小時
轉帳金額務必一致
請勿重複轉帳","请使用本人的帐户转帐
帐户有效期限为 24 小时
转帐金额务必一致
请勿重复转帐","Please transfer funds through your own account. 
The account is valid for 24 hours. 
The transfer amount must be consistent. 
Please do not make duplicate transfers.",,"โปรดโอนเงินผ่านบัญชีของคุณเอง
 บัญชีมีอายุ 24 ชั่วโมง
 จำนวนเงินที่โอนจะต้องสอดคล้องกับจำนวนเงินที่ยื่นขอ
 โปรดอย่าทำการโอนเงินซ้ำ",,,"アカウントを使用して転送してください
アカウントの妥当性期間は24時間です
転送量は一貫している必要があります
転送を繰り返さないでください",,,"내 계정을 사용하여 전송하십시오
계정 유효 기간은 24 시간입니다
전송 금액은 일관성이 있어야합니다
전송을 반복하지 마십시오",,,"Vui lòng sử dụng tài khoản đích thân người sử dụng để chuyển khoản
 Thời hạn có hiệu lực của tài khoản là 24 tiếng
 Số tiền chuyển khoản phải đồng nhất
 Không được chuyển khoản trùng lặp",,,paymentBank.remindTip
獲得轉帳資訊 去轉帳,获得转帐资讯 去转帐,Get transfer information to transfer funds.,,รับข้อมูลการโอนเงินเพื่อโอนเงิน,,,転送情報を取得します,,,전송 정보를 전송할 수 있습니다,,,Có được thông tin chuyển khoản để chuyển khoản,,,"paymentBank.toTransferButton,depositCheck.button"
我已瞭解上述資訊,我已了解上述资讯,I already understand the above information.,,ฉันเข้าใจข้อมูลข้างต้นแล้ว,,,上記の情報を理解しました,,,위의 정보를 이해했습니다,,,Tôi đã hiểu thông tin trên,,,"paymentBank.learnInfoReady,depositCheck.checkTip"
入金金額,入金金额,Deposit Amount,,จำนวนเงินฝาก,,,入金金額,,,금액 예금,,,Số nhập tiền,,,paymentBank.transferAccountTitle
請於,请于,Please,,โปรด,,,お願いします,,,제발,,,Vui lòng tại,,,paymentBank.transferCompleteContent1
完成轉帳,完成转帐,complete the transfer by,,เสร็จสิ้นการโอน,,,転送を完了します,,,전송을 완료하십시오,,,Hoàn thành chuyển khoản,,,paymentBank.transferCompleteContent2
收款銀行及代碼,收款银行及代码,Receiving Bank and Code,,ชื่อธนาคารและรหัสธนาคาร,,,銀行とコードを受け取ります,,,은행과 코드를받습니다,,,Ngân hàng nhận và mã số,,,paymentBank.transferBankAndCode
收款帳戶,收款帐户,Receiving Account,,เลขบัญชีธนาคาร,,,領収書アカウント,,,영수증 계정,,,Tài khoản nhận,,,paymentBank.transferBankAccount
已完成轉帳,已完成转帐,Transfer Completed,,ทำการโอนเรียบร้อย,,,完了した転送,,,완료된 전송,,,Đã hoàn thành chuyển khoản,,,paymentBank.completeButton
"注意事項：
轉帳金額與申請金額不一致，則無法轉帳成功。
超過有效期限，則無法轉帳成功。
請不要重複匯款。","注意事项：
转帐金额与申请金额不一致，则无法转帐成功。
超过有效期限，则无法转帐成功。
请不要重复汇款。","Note: 
The transfer cannot be successful if the transfer amount is inconsistent with the amount in the application. 
The transfer cannot be successful if the order expires. 
Please do not make duplicate remittances.",,"ข้อควรระวัง:
 หากจำนวนเงินที่โอนไม่สอดคล้องกับจำนวนเงินที่ยื่นขอ จะไม่สามารถโอนได้สำเร็จ
 หากเกินกว่าวันที่กำหนดไว้ จะไม่สามารถทำการโอนได้
 กรุณาอย่าโอนเงินซ้ำ",,,"予防：
転送量はアプリケーション額と同じではありませんが、転送は成功することはできません。
有効期間を超えた場合、転送は成功できません。
送金を繰り返さないでください。",,,"지침:
전송 금액은 신청 금액과 동일하지 않지만 전송은 성공할 수 없습니다.
유효 기간이 초과되면 전송이 성공할 수 없습니다.
송금을 반복하지 마십시오.",,,"Những điều cần chú ý:
 Số tiền chuyển khoản không khớp với số tiền đăng ký, thì không thể chuyển khoản thành công.
 Vượt quá thời hạn có hiệu lực, thì không thể chuyển khoản thành công.
 Không được chuyển khoản trùng lặp.",,,paymentBank.transferDescriptionTip
"溫馨提示:如遇入金問題，
請第一時間聯繫","温馨提示:如遇入金问题，
请第一时间联系","Friendly Reminder: In case of deposit problems, please contact",,"คำเตือน: ในกรณีที่เกิดปัญหาการฝากเงิน
 กรุณาติดต่อ",,,"リマインダー：金の問題に遭遇した場合、
初めて連絡してください",,,"알림 : 금 문제가 발생하면
처음으로 연락하십시오",,,"Gợi ý nhỏ: Nếu có vấn đề về nhập tiền,
 vui lòng liên hệ ngay",,,paymentBank.paymentValueTip1
在線客服,在线客服,the online customer service promptly.,,ฝ่ายบริการลูกค้าได้ทันที,,,オンラインサービス,,,온라인 서비스,,,với Dịch vụ Khách hàng trực tuyến,,,"paymentBank.paymentValueTip2,depositThirdParty.tip2"
"客服人員會協助您迅速入金。
服務宗旨:秉承「用戶至上」真誠「
用心為您服務」。","客服人员会协助您迅速入金。
服务宗旨:秉承“用户至上”真诚“
用心为您服务”。","The customer support agents will help you deposit funds quickly. 
Service tenet: we sincerely “serve you with all our hearts” with our motto “client first.” ",,"เจ้าหน้าที่ฝ่ายบริการลูกค้าจะช่วยให้คุณฝากเงินได้อย่างรวดเร็ว
 หลักการบริการ: ยึดมั่นในจุดยืนของลูกค้าเป็นหลักและพร้อมบริการลูกค้าด้วยความจริงใจ",,,"カスタマーサービススタッフは、すぐにゴールドを支援します。
サービスの目的：「ユーザーの最初の「誠実さ」を順守する
あなたの心を奉仕してください。」",,,"고객 서비스 직원이 금을 빨리 도와 드리겠습니다.
서비스 목적 : ""사용자 우선""성실함 ""을 준수합니다.
당신의 마음으로 당신을 섬기십시오. """,,,"Nhân viên Dịch vụ Khách hàng sẽ hỗ trợ bạn nhanh chóng nhập tiền.
 Tôn chỉ phục vụ: Giữ vững “Người sử dụng là thượng đế” chân thành
 “tận tâm phục vụ bạn”.",,,paymentBank.paymentValueTip3
"帳戶封鎖中,無法登入","帐户封锁中,无法登入",The account is locked. You are unable to log in.,,บัญชีถูกบล็อค ไม่สามารถเข้าสู่ระบบได้,,,,,,,,,"Tài khoản đang bị khóa, không thể đăng nhập",,,accountBlockPopup.title
"可能原因如下:
   1. 交易行為異常 
   2. 同 IP 多帳號註冊
   3. 出入金行為異常","可能原因如下:
   1. 交易行为异常 
   2. 同 IP 多帐号注册
   3. 出入金行为异常","The possible reasons are as follows:
   1. Abnormal trading behavior 
   2. Multi-account registration with the same IP
   3. Abnormal deposit and withdrawal behavior",,"สาเหตุที่เป็นไปได้มีดังนี้:
  1. มีพฤติกรรมการทำธุรกรรมที่ผิดปกติ
  2. มีการลงทะเบียนหลายบัญชีด้วย IP เดียวกัน
  3. มีพฤติกรรมการฝากและถอนที่ผิดปกติ",,,,,,,,,"Nguyên nhân khả năng như sau:
 1. Hành vi giao dịch bất thường
 2. Cùng một IP đăng ký nhiều số tài khoản
 3. Hành vi xuất nhập tiền bất thường",,,accountBlockPopup.content
"如需解鎖,請聯繫","如需解锁,请联系","To unlock, please contact",,หากต้องการปลดล็อก โปรดติดต่อ,,,,,,,,,"Nếu cần mở khóa, vui lòng liên hệ",,,accountBlockPopup.tip1
客服人員,客服人员,customer support.,,ฝ่ายบริการลูกค้า,,,,,,,,,nhân viên Dịch vụ Khách hàng,,,accountBlockPopup.tip2
您已登出,您已登出,You have logged out.,,ออกจากระบบแล้ว,,,,,,,,,Bạn đã đăng xuất,,,otherDevicesLoginPopup.title
已在別的裝置上登入，因此從這台裝置登出，請您重新登入,已在别的装置上登入，因此从这台装置登出，请您重新登入,"You have logged in on another device, so logged out from this device. Please log in again.",,คุณได้เข้าสู่ระบบในอุปกรณ์อื่น จึงออกจากระบบจากอุปกรณ์นี้ กรุณาเข้าสู่ระบบใหม่อีกครั้ง,,,,,,,,,"Đã đăng nhập trên thiết bị khác, vì vậy đăng xuất từ thiết bị này, vui lòng đăng nhập lại",,,otherDevicesLoginPopup.content
溫馨提示:如遇入金問題，請第一時間聯繫,温馨提示:如遇入金问题，请第一时间联系,"Reminder: If you have any deposit problems, please contact customer support agents as soon as possible.",,คำเตือน: หากคุณมีปัญหาในการฝากเงิน โปรดติดต่อตัวแทนฝ่ายบริการลูกค้าทันที,,,リマインダー：金の問題に遭遇した場合は、初めて連絡してください,,,알림 : 금 문제가 발생하면 처음으로 문의하십시오.,,,"Gợi ý nhỏ: Nếu có vấn đề về nhập tiền, vui lòng liên lạc ngay",,,depositThirdParty.tip1
